timestamp,available_at,expiration,contract,option_type,strike,bid,ask,implied_volatility,open_interest,volume,underlying
2025-01-16T00:00:00Z,2025-01-16T00:00:00Z,2025-03-02T00:00:00Z,ILLUS014P,put,103.52,2.140000,2.290000,0.20951958,612.00,142.00,ILLUS
2025-01-17T00:00:00Z,2025-01-17T00:00:00Z,2025-03-03T00:00:00Z,ILLUS015C,call,103.48,2.150000,2.300000,0.20862257,620.00,145.00,ILLUS
2025-01-17T00:00:00Z,2025-01-17T00:00:00Z,2025-03-03T00:00:00Z,ILLUS015P,put,103.48,2.150000,2.300000,0.20862257,620.00,145.00,ILLUS
2025-01-18T00:00:00Z,2025-01-18T00:00:00Z,2025-03-04T00:00:00Z,ILLUS016C,call,103.44,2.160000,2.310000,0.20727892,628.00,148.00,ILLUS
2025-01-18T00:00:00Z,2025-01-18T00:00:00Z,2025-03-04T00:00:00Z,ILLUS016P,put,103.44,2.160000,2.310000,0.20727892,628.00,148.00,ILLUS
2025-01-19T00:00:00Z,2025-01-19T00:00:00Z,2025-03-05T00:00:00Z,ILLUS017C,call,103.41,2.170000,2.320000,0.20550959,636.00,151.00,ILLUS
2025-01-19T00:00:00Z,2025-01-19T00:00:00Z,2025-03-05T00:00:00Z,ILLUS017P,put,103.41,2.170000,2.320000,0.20550959,636.00,151.00,ILLUS
2025-01-20T00:00:00Z,2025-01-20T00:00:00Z,2025-03-06T00:00:00Z,ILLUS018C,call,103.38,2.180000,2.330000,0.20334220,644.00,154.00,ILLUS
2025-01-20T00:00:00Z,2025-01-20T00:00:00Z,2025-03-06T00:00:00Z,ILLUS018P,put,103.38,2.180000,2.330000,0.20334220,644.00,154.00,ILLUS
2025-01-21T00:00:00Z,2025-01-21T00:00:00Z,2025-03-07T00:00:00Z,ILLUS019C,call,103.38,2.190000,2.340000,0.20081055,652.00,157.00,ILLUS
2025-01-21T00:00:00Z,2025-01-21T00:00:00Z,2025-03-07T00:00:00Z,ILLUS019P,put,103.38,2.190000,2.340000,0.20081055,652.00,157.00,ILLUS
2025-01-22T00:00:00Z,2025-01-22T00:00:00Z,2025-03-08T00:00:00Z,ILLUS020C,call,103.42,2.200000,2.350000,0.19795416,660.00,160.00,ILLUS
2025-01-22T00:00:00Z,2025-01-22T00:00:00Z,2025-03-08T00:00:00Z,ILLUS020P,put,103.42,2.200000,2.350000,0.19795416,660.00,160.00,ILLUS
2025-01-23T00:00:00Z,2025-01-23T00:00:00Z,2025-03-09T00:00:00Z,ILLUS021C,call,103.49,2.210000,2.360000,0.19481761,668.00,163.00,ILLUS
2025-01-23T00:00:00Z,2025-01-23T00:00:00Z,2025-03-09T00:00:00Z,ILLUS021P,put,103.49,2.210000,2.360000,0.19481761,668.00,163.00,ILLUS
2025-01-24T00:00:00Z,2025-01-24T00:00:00Z,2025-03-10T00:00:00Z,ILLUS022C,call,103.60,2.220000,2.370000,0.19144983,676.00,166.00,ILLUS
2025-01-24T00:00:00Z,2025-01-24T00:00:00Z,2025-03-10T00:00:00Z,ILLUS022P,put,103.60,2.220000,2.370000,0.19144983,676.00,166.00,ILLUS
2025-01-25T00:00:00Z,2025-01-25T00:00:00Z,2025-03-11T00:00:00Z,ILLUS023C,call,103.77,2.230000,2.380000,0.18790338,684.00,169.00,ILLUS
2025-01-25T00:00:00Z,2025-01-25T00:00:00Z,2025-03-11T00:00:00Z,ILLUS023P,put,103.77,2.230000,2.380000,0.18790338,684.00,169.00,ILLUS
2025-01-26T00:00:00Z,2025-01-26T00:00:00Z,2025-03-12T00:00:00Z,ILLUS024C,call,103.98,2.240000,2.390000,0.18423360,692.00,172.00,ILLUS
2025-01-26T00:00:00Z,2025-01-26T00:00:00Z,2025-03-12T00:00:00Z,ILLUS024P,put,103.98,2.240000,2.390000,0.18423360,692.00,172.00,ILLUS
2025-01-27T00:00:00Z,2025-01-27T00:00:00Z,2025-03-13T00:00:00Z,ILLUS025C,call,104.25,2.250000,2.400000,0.18049776,700.00,175.00,ILLUS
2025-01-27T00:00:00Z,2025-01-27T00:00:00Z,2025-03-13T00:00:00Z,ILLUS025P,put,104.25,2.250000,2.400000,0.18049776,700.00,175.00,ILLUS
2025-01-28T00:00:00Z,2025-01-28T00:00:00Z,2025-03-14T00:00:00Z,ILLUS026C,call,104.57,2.260000,2.410000,0.18324585,708.00,178.00,ILLUS
2025-01-28T00:00:00Z,2025-01-28T00:00:00Z,2025-03-14T00:00:00Z,ILLUS026P,put,104.57,2.260000,2.410000,0.18324585,708.00,178.00,ILLUS
2025-01-29T00:00:00Z,2025-01-29T00:00:00Z,2025-03-15T00:00:00Z,ILLUS027C,call,104.94,2.270000,2.420000,0.18693881,716.00,181.00,ILLUS
2025-01-29T00:00:00Z,2025-01-29T00:00:00Z,2025-03-15T00:00:00Z,ILLUS027P,put,104.94,2.270000,2.420000,0.18693881,716.00,181.00,ILLUS
2025-01-30T00:00:00Z,2025-01-30T00:00:00Z,2025-03-16T00:00:00Z,ILLUS028C,call,105.34,2.280000,2.430000,0.19052350,724.00,184.00,ILLUS
2025-01-30T00:00:00Z,2025-01-30T00:00:00Z,2025-03-16T00:00:00Z,ILLUS028P,put,105.34,2.280000,2.430000,0.19052350,724.00,184.00,ILLUS
2025-01-31T00:00:00Z,2025-01-31T00:00:00Z,2025-03-17T00:00:00Z,ILLUS029C,call,105.78,2.290000,2.440000,0.19394396,732.00,187.00,ILLUS
2025-01-31T00:00:00Z,2025-01-31T00:00:00Z,2025-03-17T00:00:00Z,ILLUS029P,put,105.78,2.290000,2.440000,0.19394396,732.00,187.00,ILLUS
2025-02-01T00:00:00Z,2025-02-01T00:00:00Z,2025-03-18T00:00:00Z,ILLUS030C,call,106.24,2.300000,2.450000,0.19714684,740.00,190.00,ILLUS
2025-02-01T00:00:00Z,2025-02-01T00:00:00Z,2025-03-18T00:00:00Z,ILLUS030P,put,106.24,2.300000,2.450000,0.19714684,740.00,190.00,ILLUS
2025-02-02T00:00:00Z,2025-02-02T00:00:00Z,2025-03-19T00:00:00Z,ILLUS031C,call,106.71,2.310000,2.460000,0.20008214,748.00,193.00,ILLUS
2025-02-02T00:00:00Z,2025-02-02T00:00:00Z,2025-03-19T00:00:00Z,ILLUS031P,put,106.71,2.310000,2.460000,0.20008214,748.00,193.00,ILLUS
2025-02-03T00:00:00Z,2025-02-03T00:00:00Z,2025-03-20T00:00:00Z,ILLUS032C,call,107.19,2.320000,2.470000,0.20270407,756.00,196.00,ILLUS
2025-02-03T00:00:00Z,2025-02-03T00:00:00Z,2025-03-20T00:00:00Z,ILLUS032P,put,107.19,2.320000,2.470000,0.20270407,756.00,196.00,ILLUS
2025-02-04T00:00:00Z,2025-02-04T00:00:00Z,2025-03-21T00:00:00Z,ILLUS033C,call,107.67,2.330000,2.480000,0.20497172,764.00,199.00,ILLUS
2025-02-04T00:00:00Z,2025-02-04T00:00:00Z,2025-03-21T00:00:00Z,ILLUS033P,put,107.67,2.330000,2.480000,0.20497172,764.00,199.00,ILLUS
2025-02-05T00:00:00Z,2025-02-05T00:00:00Z,2025-03-22T00:00:00Z,ILLUS034C,call,108.12,2.340000,2.490000,0.20684968,772.00,202.00,ILLUS
2025-02-05T00:00:00Z,2025-02-05T00:00:00Z,2025-03-22T00:00:00Z,ILLUS034P,put,108.12,2.340000,2.490000,0.20684968,772.00,202.00,ILLUS
2025-02-06T00:00:00Z,2025-02-06T00:00:00Z,2025-03-23T00:00:00Z,ILLUS035C,call,108.55,2.350000,2.500000,0.20830867,780.00,205.00,ILLUS
2025-02-06T00:00:00Z,2025-02-06T00:00:00Z,2025-03-23T00:00:00Z,ILLUS035P,put,108.55,2.350000,2.500000,0.20830867,780.00,205.00,ILLUS
2025-02-07T00:00:00Z,2025-02-07T00:00:00Z,2025-03-24T00:00:00Z,ILLUS036C,call,108.95,2.360000,2.510000,0.20932590,788.00,208.00,ILLUS
2025-02-07T00:00:00Z,2025-02-07T00:00:00Z,2025-03-24T00:00:00Z,ILLUS036P,put,108.95,2.360000,2.510000,0.20932590,788.00,208.00,ILLUS
2025-02-08T00:00:00Z,2025-02-08T00:00:00Z,2025-03-25T00:00:00Z,ILLUS037C,call,109.31,2.370000,2.520000,0.20988552,796.00,211.00,ILLUS
2025-02-08T00:00:00Z,2025-02-08T00:00:00Z,2025-03-25T00:00:00Z,ILLUS037P,put,109.31,2.370000,2.520000,0.20988552,796.00,211.00,ILLUS
2025-02-09T00:00:00Z,2025-02-09T00:00:00Z,2025-03-26T00:00:00Z,ILLUS038C,call,109.62,2.380000,2.530000,0.20997878,804.00,214.00,ILLUS
2025-02-09T00:00:00Z,2025-02-09T00:00:00Z,2025-03-26T00:00:00Z,ILLUS038P,put,109.62,2.380000,2.530000,0.20997878,804.00,214.00,ILLUS
2025-02-10T00:00:00Z,2025-02-10T00:00:00Z,2025-03-27T00:00:00Z,ILLUS039C,call,109.88,2.390000,2.540000,0.20960424,812.00,217.00,ILLUS
2025-02-10T00:00:00Z,2025-02-10T00:00:00Z,2025-03-27T00:00:00Z,ILLUS039P,put,109.88,2.390000,2.540000,0.20960424,812.00,217.00,ILLUS
2025-02-11T00:00:00Z,2025-02-11T00:00:00Z,2025-03-28T00:00:00Z,ILLUS040C,call,110.09,2.400000,2.550000,0.20876773,820.00,220.00,ILLUS
2025-02-11T00:00:00Z,2025-02-11T00:00:00Z,2025-03-28T00:00:00Z,ILLUS040P,put,110.09,2.400000,2.550000,0.20876773,820.00,220.00,ILLUS
2025-02-12T00:00:00Z,2025-02-12T00:00:00Z,2025-03-29T00:00:00Z,ILLUS041C,call,110.24,2.410000,2.560000,0.20748231,828.00,223.00,ILLUS
2025-02-12T00:00:00Z,2025-02-12T00:00:00Z,2025-03-29T00:00:00Z,ILLUS041P,put,110.24,2.410000,2.560000,0.20748231,828.00,223.00,ILLUS
2025-02-13T00:00:00Z,2025-02-13T00:00:00Z,2025-03-30T00:00:00Z,ILLUS042C,call,110.35,2.420000,2.570000,0.20576803,836.00,226.00,ILLUS
2025-02-13T00:00:00Z,2025-02-13T00:00:00Z,2025-03-30T00:00:00Z,ILLUS042P,put,110.35,2.420000,2.570000,0.20576803,836.00,226.00,ILLUS
2025-02-14T00:00:00Z,2025-02-14T00:00:00Z,2025-03-31T00:00:00Z,ILLUS043C,call,110.41,2.430000,2.580000,0.20365166,844.00,229.00,ILLUS
2025-02-14T00:00:00Z,2025-02-14T00:00:00Z,2025-03-31T00:00:00Z,ILLUS043P,put,110.41,2.430000,2.580000,0.20365166,844.00,229.00,ILLUS
2025-02-15T00:00:00Z,2025-02-15T00:00:00Z,2025-04-01T00:00:00Z,ILLUS044C,call,110.44,2.440000,2.590000,0.20116621,852.00,232.00,ILLUS
2025-02-15T00:00:00Z,2025-02-15T00:00:00Z,2025-04-01T00:00:00Z,ILLUS044P,put,110.44,2.440000,2.590000,0.20116621,852.00,232.00,ILLUS
2025-02-16T00:00:00Z,2025-02-16T00:00:00Z,2025-04-02T00:00:00Z,ILLUS045C,call,110.44,2.450000,2.600000,0.19835047,860.00,235.00,ILLUS
2025-02-16T00:00:00Z,2025-02-16T00:00:00Z,2025-04-02T00:00:00Z,ILLUS045P,put,110.44,2.450000,2.600000,0.19835047,860.00,235.00,ILLUS
2025-02-17T00:00:00Z,2025-02-17T00:00:00Z,2025-04-03T00:00:00Z,ILLUS046C,call,110.41,2.460000,2.610000,0.19524837,868.00,238.00,ILLUS
2025-02-17T00:00:00Z,2025-02-17T00:00:00Z,2025-04-03T00:00:00Z,ILLUS046P,put,110.41,2.460000,2.610000,0.19524837,868.00,238.00,ILLUS
2025-02-18T00:00:00Z,2025-02-18T00:00:00Z,2025-04-04T00:00:00Z,ILLUS047C,call,110.37,2.470000,2.620000,0.19190833,876.00,241.00,ILLUS
2025-02-18T00:00:00Z,2025-02-18T00:00:00Z,2025-04-04T00:00:00Z,ILLUS047P,put,110.37,2.470000,2.620000,0.19190833,876.00,241.00,ILLUS
2025-02-19T00:00:00Z,2025-02-19T00:00:00Z,2025-04-05T00:00:00Z,ILLUS048C,call,110.33,2.480000,2.630000,0.18838246,884.00,244.00,ILLUS
2025-02-19T00:00:00Z,2025-02-19T00:00:00Z,2025-04-05T00:00:00Z,ILLUS048P,put,110.33,2.480000,2.630000,0.18838246,884.00,244.00,ILLUS
2025-02-20T00:00:00Z,2025-02-20T00:00:00Z,2025-04-06T00:00:00Z,ILLUS049C,call,110.30,2.490000,2.640000,0.18472579,892.00,247.00,ILLUS
2025-02-20T00:00:00Z,2025-02-20T00:00:00Z,2025-04-06T00:00:00Z,ILLUS049P,put,110.30,2.490000,2.640000,0.18472579,892.00,247.00,ILLUS
2025-02-21T00:00:00Z,2025-02-21T00:00:00Z,2025-04-07T00:00:00Z,ILLUS050C,call,110.29,2.500000,2.650000,0.18099538,900.00,250.00,ILLUS
2025-02-21T00:00:00Z,2025-02-21T00:00:00Z,2025-04-07T00:00:00Z,ILLUS050P,put,110.29,2.500000,2.650000,0.18099538,900.00,250.00,ILLUS
2025-02-22T00:00:00Z,2025-02-22T00:00:00Z,2025-04-08T00:00:00Z,ILLUS051C,call,110.31,2.510000,2.660000,0.18275057,908.00,253.00,ILLUS
2025-02-22T00:00:00Z,2025-02-22T00:00:00Z,2025-04-08T00:00:00Z,ILLUS051P,put,110.31,2.510000,2.660000,0.18275057,908.00,253.00,ILLUS
2025-02-23T00:00:00Z,2025-02-23T00:00:00Z,2025-04-09T00:00:00Z,ILLUS052C,call,110.36,2.520000,2.670000,0.18645360,916.00,256.00,ILLUS
2025-02-23T00:00:00Z,2025-02-23T00:00:00Z,2025-04-09T00:00:00Z,ILLUS052P,put,110.36,2.520000,2.670000,0.18645360,916.00,256.00,ILLUS
2025-02-24T00:00:00Z,2025-02-24T00:00:00Z,2025-04-10T00:00:00Z,ILLUS053C,call,110.46,2.530000,2.680000,0.19005592,924.00,259.00,ILLUS
2025-02-24T00:00:00Z,2025-02-24T00:00:00Z,2025-04-10T00:00:00Z,ILLUS053P,put,110.46,2.530000,2.680000,0.19005592,924.00,259.00,ILLUS
2025-02-25T00:00:00Z,2025-02-25T00:00:00Z,2025-04-11T00:00:00Z,ILLUS054C,call,110.60,2.540000,2.690000,0.19350132,932.00,262.00,ILLUS
2025-02-25T00:00:00Z,2025-02-25T00:00:00Z,2025-04-11T00:00:00Z,ILLUS054P,put,110.60,2.540000,2.690000,0.19350132,932.00,262.00,ILLUS
2025-02-26T00:00:00Z,2025-02-26T00:00:00Z,2025-04-12T00:00:00Z,ILLUS055C,call,110.80,2.550000,2.700000,0.19673604,940.00,265.00,ILLUS
2025-02-26T00:00:00Z,2025-02-26T00:00:00Z,2025-04-12T00:00:00Z,ILLUS055P,put,110.80,2.550000,2.700000,0.19673604,940.00,265.00,ILLUS
2025-02-27T00:00:00Z,2025-02-27T00:00:00Z,2025-04-13T00:00:00Z,ILLUS056C,call,111.05,2.560000,2.710000,0.19970960,948.00,268.00,ILLUS
2025-02-27T00:00:00Z,2025-02-27T00:00:00Z,2025-04-13T00:00:00Z,ILLUS056P,put,111.05,2.560000,2.710000,0.19970960,948.00,268.00,ILLUS
2025-02-28T00:00:00Z,2025-02-28T00:00:00Z,2025-04-14T00:00:00Z,ILLUS057C,call,111.34,2.570000,2.720000,0.20237559,956.00,271.00,ILLUS
2025-02-28T00:00:00Z,2025-02-28T00:00:00Z,2025-04-14T00:00:00Z,ILLUS057P,put,111.34,2.570000,2.720000,0.20237559,956.00,271.00,ILLUS
2025-03-01T00:00:00Z,2025-03-01T00:00:00Z,2025-04-15T00:00:00Z,ILLUS058C,call,111.69,2.580000,2.730000,0.20469243,964.00,274.00,ILLUS
2025-03-01T00:00:00Z,2025-03-01T00:00:00Z,2025-04-15T00:00:00Z,ILLUS058P,put,111.69,2.580000,2.730000,0.20469243,964.00,274.00,ILLUS
2025-03-02T00:00:00Z,2025-03-02T00:00:00Z,2025-04-16T00:00:00Z,ILLUS059C,call,112.08,2.590000,2.740000,0.20662394,972.00,277.00,ILLUS
2025-03-02T00:00:00Z,2025-03-02T00:00:00Z,2025-04-16T00:00:00Z,ILLUS059P,put,112.08,2.590000,2.740000,0.20662394,972.00,277.00,ILLUS
2025-03-03T00:00:00Z,2025-03-03T00:00:00Z,2025-04-17T00:00:00Z,ILLUS060C,call,112.50,2.600000,2.750000,0.20814000,980.00,280.00,ILLUS
2025-03-03T00:00:00Z,2025-03-03T00:00:00Z,2025-04-17T00:00:00Z,ILLUS060P,put,112.50,2.600000,2.750000,0.20814000,980.00,280.00,ILLUS
2025-03-04T00:00:00Z,2025-03-04T00:00:00Z,2025-04-18T00:00:00Z,ILLUS061C,call,112.95,2.610000,2.760000,0.20921694,988.00,283.00,ILLUS
2025-03-04T00:00:00Z,2025-03-04T00:00:00Z,2025-04-18T00:00:00Z,ILLUS061P,put,112.95,2.610000,2.760000,0.20921694,988.00,283.00,ILLUS
2025-03-05T00:00:00Z,2025-03-05T00:00:00Z,2025-04-19T00:00:00Z,ILLUS062C,call,113.42,2.620000,2.770000,0.20983796,996.00,286.00,ILLUS
2025-03-05T00:00:00Z,2025-03-05T00:00:00Z,2025-04-19T00:00:00Z,ILLUS062P,put,113.42,2.620000,2.770000,0.20983796,996.00,286.00,ILLUS
2025-03-06T00:00:00Z,2025-03-06T00:00:00Z,2025-04-20T00:00:00Z,ILLUS063C,call,113.90,2.630000,2.780000,0.20999337,1004.00,289.00,ILLUS
2025-03-06T00:00:00Z,2025-03-06T00:00:00Z,2025-04-20T00:00:00Z,ILLUS063P,put,113.90,2.630000,2.780000,0.20999337,1004.00,289.00,ILLUS
2025-03-07T00:00:00Z,2025-03-07T00:00:00Z,2025-04-21T00:00:00Z,ILLUS064C,call,114.38,2.640000,2.790000,0.20968075,1012.00,292.00,ILLUS
2025-03-07T00:00:00Z,2025-03-07T00:00:00Z,2025-04-21T00:00:00Z,ILLUS064P,put,114.38,2.640000,2.790000,0.20968075,1012.00,292.00,ILLUS
2025-03-08T00:00:00Z,2025-03-08T00:00:00Z,2025-04-22T00:00:00Z,ILLUS065C,call,114.85,2.650000,2.800000,0.20890496,1020.00,295.00,ILLUS
2025-03-08T00:00:00Z,2025-03-08T00:00:00Z,2025-04-22T00:00:00Z,ILLUS065P,put,114.85,2.650000,2.800000,0.20890496,1020.00,295.00,ILLUS
2025-03-09T00:00:00Z,2025-03-09T00:00:00Z,2025-04-23T00:00:00Z,ILLUS066C,call,115.29,2.660000,2.810000,0.20767813,1028.00,298.00,ILLUS
2025-03-09T00:00:00Z,2025-03-09T00:00:00Z,2025-04-23T00:00:00Z,ILLUS066P,put,115.29,2.660000,2.810000,0.20767813,1028.00,298.00,ILLUS
2025-03-10T00:00:00Z,2025-03-10T00:00:00Z,2025-04-24T00:00:00Z,ILLUS067C,call,115.70,2.670000,2.820000,0.20601938,1036.00,301.00,ILLUS
2025-03-10T00:00:00Z,2025-03-10T00:00:00Z,2025-04-24T00:00:00Z,ILLUS067P,put,115.70,2.670000,2.820000,0.20601938,1036.00,301.00,ILLUS
2025-03-11T00:00:00Z,2025-03-11T00:00:00Z,2025-04-25T00:00:00Z,ILLUS068C,call,116.08,2.680000,2.830000,0.20395461,1044.00,304.00,ILLUS
2025-03-11T00:00:00Z,2025-03-11T00:00:00Z,2025-04-25T00:00:00Z,ILLUS068P,put,116.08,2.680000,2.830000,0.20395461,1044.00,304.00,ILLUS
2025-03-12T00:00:00Z,2025-03-12T00:00:00Z,2025-04-26T00:00:00Z,ILLUS069C,call,116.41,2.690000,2.840000,0.20151604,1052.00,307.00,ILLUS
2025-03-12T00:00:00Z,2025-03-12T00:00:00Z,2025-04-26T00:00:00Z,ILLUS069P,put,116.41,2.690000,2.840000,0.20151604,1052.00,307.00,ILLUS
2025-03-13T00:00:00Z,2025-03-13T00:00:00Z,2025-04-27T00:00:00Z,ILLUS070C,call,116.69,2.700000,2.850000,0.19874172,1060.00,310.00,ILLUS
2025-03-13T00:00:00Z,2025-03-13T00:00:00Z,2025-04-27T00:00:00Z,ILLUS070P,put,116.69,2.700000,2.850000,0.19874172,1060.00,310.00,ILLUS
2025-03-14T00:00:00Z,2025-03-14T00:00:00Z,2025-04-28T00:00:00Z,ILLUS071C,call,116.92,2.710000,2.860000,0.19567494,1068.00,313.00,ILLUS
2025-03-14T00:00:00Z,2025-03-14T00:00:00Z,2025-04-28T00:00:00Z,ILLUS071P,put,116.92,2.710000,2.860000,0.19567494,1068.00,313.00,ILLUS
2025-03-15T00:00:00Z,2025-03-15T00:00:00Z,2025-04-29T00:00:00Z,ILLUS072C,call,117.10,2.720000,2.870000,0.19236355,1076.00,316.00,ILLUS
2025-03-15T00:00:00Z,2025-03-15T00:00:00Z,2025-04-29T00:00:00Z,ILLUS072P,put,117.10,2.720000,2.870000,0.19236355,1076.00,316.00,ILLUS
2025-03-16T00:00:00Z,2025-03-16T00:00:00Z,2025-04-30T00:00:00Z,ILLUS073C,call,117.22,2.730000,2.880000,0.18885924,1084.00,319.00,ILLUS
2025-03-16T00:00:00Z,2025-03-16T00:00:00Z,2025-04-30T00:00:00Z,ILLUS073P,put,117.22,2.730000,2.880000,0.18885924,1084.00,319.00,ILLUS
2025-03-17T00:00:00Z,2025-03-17T00:00:00Z,2025-05-01T00:00:00Z,ILLUS074C,call,117.30,2.740000,2.890000,0.18521668,1092.00,322.00,ILLUS
2025-03-17T00:00:00Z,2025-03-17T00:00:00Z,2025-05-01T00:00:00Z,ILLUS074P,put,117.30,2.740000,2.890000,0.18521668,1092.00,322.00,ILLUS
2025-03-18T00:00:00Z,2025-03-18T00:00:00Z,2025-05-02T00:00:00Z,ILLUS075C,call,117.35,2.750000,2.900000,0.18149272,1100.00,325.00,ILLUS
2025-03-18T00:00:00Z,2025-03-18T00:00:00Z,2025-05-02T00:00:00Z,ILLUS075P,put,117.35,2.750000,2.900000,0.18149272,1100.00,325.00,ILLUS
2025-03-19T00:00:00Z,2025-03-19T00:00:00Z,2025-05-03T00:00:00Z,ILLUS076C,call,117.35,2.760000,2.910000,0.18225453,1108.00,328.00,ILLUS
2025-03-19T00:00:00Z,2025-03-19T00:00:00Z,2025-05-03T00:00:00Z,ILLUS076P,put,117.35,2.760000,2.910000,0.18225453,1108.00,328.00,ILLUS
2025-03-20T00:00:00Z,2025-03-20T00:00:00Z,2025-05-04T00:00:00Z,ILLUS077C,call,117.33,2.770000,2.920000,0.18596661,1116.00,331.00,ILLUS
